consulta,categoria,respuesta,respuesta_compuesta,respuestas_compuestas
¿Cómo consulto mis calificaciones del semestre?,calificaciones,"Puedes revisar tus calificaciones en el portal estudiantil, sección 'Historial académico'.","Para consulto mis calificaciones del semestre, Puedes revisar tus calificaciones en el portal estudiantil, sección 'Historial académico'.","Cómo consulto mis calificaciones del semestre, Puedes revisar tus calificaciones en el portal estudiantil, sección 'Historial académico'."
¿Qué hacer si una calificación no aparece en el sistema?,calificaciones,Debes comunicarte con el docente responsable y notificar a la coordinación académica para su revisión.,"Lo que necesitas saber sobre hacer si una calificación no aparece en el sistema es, Debes comunicarte con el docente responsable y notificar a la coordinación académica para su revisión.","Lo que necesitas saber sobre hacer si una calificación no aparece en el sistema es, Debes comunicarte con el docente responsable y notificar a la coordinación académica para su revisión."
¿Cómo es el procedimiento para pedir revisión de una nota final?,calificaciones,Debes llenar un formulario oficial y entregarlo en coordinación académica dentro de los 5 días hábiles siguientes a la publicación de la nota.,"Para es el procedimiento para pedir revisión de una nota final, Debes llenar un formulario oficial y entregarlo en coordinación académica dentro de los 5 días hábiles siguientes a la publicación de la nota.","Cómo es el procedimiento para pedir revisión de una nota final, Debes llenar un formulario oficial y entregarlo en coordinación académica dentro de los 5 días hábiles siguientes a la publicación de la nota."
¿Existe algún recurso académico para cuestionar una calificación?,calificaciones,"Sí, puedes presentar una apelación formal ante el comité académico con evidencia de tu solicitud.","Con respecto a tu pregunta sobre existe algún recurso académico para cuestionar una calificación,, Sí, puedes presentar una apelación formal ante el comité académico con evidencia de tu solicitud.","Con respecto a tu pregunta sobre existe algún recurso académico para cuestionar una calificación,, Sí, puedes presentar una apelación formal ante el comité académico con evidencia de tu solicitud."
¿Cuál es el promedio mínimo para mantener una beca?,calificaciones,Debes mantener un promedio acumulado mínimo de 4.0 para conservar tu beca académica.,"La el promedio mínimo para mantener una beca es, Debes mantener un promedio acumulado mínimo de 4.0 para conservar tu beca académica.","La el promedio mínimo para mantener una beca es, Debes mantener un promedio acumulado mínimo de 4.0 para conservar tu beca académica."
¿Qué certificado médico necesito para inscribirme en actividades deportivas?,requisitos,Debes presentar un certificado de aptitud física emitido por un profesional de la salud.,"Lo que necesitas saber sobre certificado médico necesito para inscribirme en actividades deportivas es, Debes presentar un certificado de aptitud física emitido por un profesional de la salud.","Lo que necesitas saber sobre certificado médico necesito para inscribirme en actividades deportivas es, Debes presentar un certificado de aptitud física emitido por un profesional de la salud."
¿Es necesario presentar el certificado de afiliación a salud para la inscripción?,requisitos,"Sí, es obligatorio contar con seguro médico vigente para completar tu inscripción.","Con respecto a tu pregunta sobre es necesario presentar el certificado de afiliación a salud para la inscripción,, Sí, es obligatorio contar con seguro médico vigente para completar tu inscripción.","Con respecto a tu pregunta sobre es necesario presentar el certificado de afiliación a salud para la inscripción,, Sí, es obligatorio contar con seguro médico vigente para completar tu inscripción."
¿Se aceptan fotocopias de documentos como requisitos?,requisitos,Generalmente se requieren originales para verificación. Consulta si puedes presentar copias autenticadas.,"Con respecto a tu pregunta sobre se aceptan fotocopias de documentos como requisitos,, Generalmente se requieren originales para verificación. Consulta si puedes presentar copias autenticadas.","Con respecto a tu pregunta sobre se aceptan fotocopias de documentos como requisitos,, Generalmente se requieren originales para verificación. Consulta si puedes presentar copias autenticadas."
¿Cuántas fotos tamaño carnet debo entregar?,requisitos,"Debes entregar 4 fotos recientes tamaño carnet, en fondo blanco y sin accesorios.","Con respecto a tu pregunta sobre cuántas fotos tamaño carnet debo entregar,, Debes entregar 4 fotos recientes tamaño carnet, en fondo blanco y sin accesorios.","Con respecto a tu pregunta sobre cuántas fotos tamaño carnet debo entregar,, Debes entregar 4 fotos recientes tamaño carnet, en fondo blanco y sin accesorios."
¿Puedo inscribirme con pasaporte si soy extranjero?,requisitos,"Sí, el pasaporte vigente es un documento válido de identificación para estudiantes internacionales.","Con respecto a tu pregunta sobre puedo inscribirme con pasaporte si soy extranjero,, Sí, el pasaporte vigente es un documento válido de identificación para estudiantes internacionales.","Con respecto a tu pregunta sobre puedo inscribirme con pasaporte si soy extranjero,, Sí, el pasaporte vigente es un documento válido de identificación para estudiantes internacionales."
¿Cuándo se publican las calificaciones finales?,calificaciones,Se publican al finalizar el periodo de exámenes. Puedes consultarlas en el portal estudiantil.,"El momento indicado para se publican las calificaciones finales es, Se publican al finalizar el periodo de exámenes. Puedes consultarlas en el portal estudiantil.","El momento indicado para se publican las calificaciones finales es, Se publican al finalizar el periodo de exámenes. Puedes consultarlas en el portal estudiantil."
¿Cómo calcular mi promedio acumulado?,calificaciones,Suma el total de notas ponderadas y divídelo entre el número total de créditos cursados.,"Para calcular mi promedio acumulado, Suma el total de notas ponderadas y divídelo entre el número total de créditos cursados.","Cómo calcular mi promedio acumulado, Suma el total de notas ponderadas y divídelo entre el número total de créditos cursados."
¿Qué nota se requiere para aprobar una materia teórica?,calificaciones,Debes obtener una calificación mínima de 3.0 sobre 5.0 para aprobar.,"Lo que necesitas saber sobre nota se requiere para aprobar una materia teórica es, Debes obtener una calificación mínima de 3.0 sobre 5.0 para aprobar.","Lo que necesitas saber sobre nota se requiere para aprobar una materia teórica es, Debes obtener una calificación mínima de 3.0 sobre 5.0 para aprobar."
¿Qué significa tener una nota de 2.9 en una asignatura?,calificaciones,Significa que no alcanzaste el puntaje mínimo para aprobar. Deberás repetir o presentar recuperación si aplica.,"Lo que necesitas saber sobre significa tener una nota de 2.9 en una asignatura es, Significa que no alcanzaste el puntaje mínimo para aprobar. Deberás repetir o presentar recuperación si aplica.","Lo que necesitas saber sobre significa tener una nota de 2.9 en una asignatura es, Significa que no alcanzaste el puntaje mínimo para aprobar. Deberás repetir o presentar recuperación si aplica."
¿Cuál es el rango de calificación en el sistema universitario?,calificaciones,"Generalmente de 0.0 a 5.0, siendo 3.0 la nota mínima aprobatoria. Consulta el reglamento académico para tu institución.","La el rango de calificación en el sistema universitario es, Generalmente de 0.0 a 5.0, siendo 3.0 la nota mínima aprobatoria. Consulta el reglamento académico para tu institución.","La el rango de calificación en el sistema universitario es, Generalmente de 0.0 a 5.0, siendo 3.0 la nota mínima aprobatoria. Consulta el reglamento académico para tu institución."
¿Cómo puedo tramitar mi carné universitario por primera vez?,tramites,Debes solicitarlo en servicios escolares presentando tu comprobante de inscripción y una fotografía reciente.,"Para puedo tramitar mi carné universitario por primera vez, Debes solicitarlo en servicios escolares presentando tu comprobante de inscripción y una fotografía reciente.","Para tramitar mi carné universitario por primera vez, Debes solicitarlo en servicios escolares presentando tu comprobante de inscripción y una fotografía reciente."
¿Qué requisitos hay para pedir constancia de estudios para visa?,tramites,"Debes presentar tu pasaporte, comprobante de inscripción y carta de solicitud firmada.","Lo que necesitas saber sobre requisitos hay para pedir constancia de estudios para visa es, Debes presentar tu pasaporte, comprobante de inscripción y carta de solicitud firmada.","Lo que necesitas saber sobre requisitos hay para pedir constancia de estudios para visa es, Debes presentar tu pasaporte, comprobante de inscripción y carta de solicitud firmada."
¿Puedo gestionar mis trámites académicos en línea?,tramites,"Sí, muchos trámites como constancias y certificados pueden gestionarse desde el portal estudiantil.","Con respecto a tu pregunta sobre puedo gestionar mis trámites académicos en línea,, Sí, muchos trámites como constancias y certificados pueden gestionarse desde el portal estudiantil.","Con respecto a tu pregunta sobre puedo gestionar mis trámites académicos en línea,, Sí, muchos trámites como constancias y certificados pueden gestionarse desde el portal estudiantil."
¿Qué hacer si no aparece mi certificado de notas en el sistema?,tramites,Contacta al área de servicios escolares y verifica si hay un retraso o falta algún documento.,"Lo que necesitas saber sobre hacer si no aparece mi certificado de notas en el sistema es, Contacta al área de servicios escolares y verifica si hay un retraso o falta algún documento.","Lo que necesitas saber sobre hacer si no aparece mi certificado de notas en el sistema es, Contacta al área de servicios escolares y verifica si hay un retraso o falta algún documento."
¿Dónde actualizo mis datos personales institucionales?,tramites,Debes ingresar al portal estudiantil o acudir personalmente a servicios escolares con tu documento de identidad.,"Puedes hacerlo en el lugar donde, Debes ingresar al portal estudiantil o acudir personalmente a servicios escolares con tu documento de identidad.","Puedes realizarlo en el lugar donde, Debes ingresar al portal estudiantil o acudir personalmente a servicios escolares con tu documento de identidad."
¿Cómo se realiza el trámite administrativo para solicitar una doble titulación?,tramites,"Debes presentar carta de motivos, historial académico, y obtener autorización de ambos programas académicos.","Para se realiza el trámite administrativo para solicitar una doble titulación, Debes presentar carta de motivos, historial académico, y obtener autorización de ambos programas académicos.","Cómo se realiza el trámite administrativo para solicitar una doble titulación, Debes presentar carta de motivos, historial académico, y obtener autorización de ambos programas académicos."
¿Cuánto tarda el proceso de certificación de notas?,tramites,El trámite puede tardar entre 3 a 5 días hábiles. Verifica con servicios escolares el estado de tu solicitud.,"El valor relacionado con tarda el proceso de certificación de notas es, El trámite puede tardar entre 3 a 5 días hábiles. Verifica con servicios escolares el estado de tu solicitud.","El valor relacionado con tarda el proceso de certificación de notas es, El trámite puede tardar entre 3 a 5 días hábiles. Verifica con servicios escolares el estado de tu solicitud."
¿Puedo autorizar a un familiar para realizar trámites académicos?,tramites,"Sí, mediante una carta poder firmada, copia de tu documento y el de la persona autorizada.","Con respecto a tu pregunta sobre puedo autorizar a un familiar para realizar trámites académicos,, Sí, mediante una carta poder firmada, copia de tu documento y el de la persona autorizada.","Con respecto a tu pregunta sobre puedo autorizar a un familiar para realizar trámites académicos,, Sí, mediante una carta poder firmada, copia de tu documento y el de la persona autorizada."
¿Dónde solicito mi historial académico completo?,tramites,Puedes solicitarlo en servicios escolares o descargarlo desde el portal institucional con tu usuario.,"Puedes hacerlo en el lugar donde, Puedes solicitarlo en servicios escolares o descargarlo desde el portal institucional con tu usuario.","Puedes realizarlo en el lugar donde, Puedes solicitarlo en servicios escolares o descargarlo desde el portal institucional con tu usuario."
¿Qué hacer si mi constancia de egreso tiene un error?,tramites,Solicita la corrección en servicios escolares llevando el documento con error y tu identificación.,"Lo que necesitas saber sobre hacer si mi constancia de egreso tiene un error es, Solicita la corrección en servicios escolares llevando el documento con error y tu identificación.","Lo que necesitas saber sobre hacer si mi constancia de egreso tiene un error es, Solicita la corrección en servicios escolares llevando el documento con error y tu identificación."
¿Es posible digitalizar mis certificados anteriores?,tramites,"Sí, puedes solicitar copias digitales de tus certificados antiguos presentando tu número de matrícula.","Con respecto a tu pregunta sobre es posible digitalizar mis certificados anteriores,, Sí, puedes solicitar copias digitales de tus certificados antiguos presentando tu número de matrícula.","Con respecto a tu pregunta sobre es posible digitalizar mis certificados anteriores,, Sí, puedes solicitar copias digitales de tus certificados antiguos presentando tu número de matrícula."
¿Puedo tramitar documentos en vacaciones?,tramites,Algunos trámites pueden realizarse en línea durante vacaciones. Verifica los horarios especiales de atención.,"Con respecto a tu pregunta sobre puedo tramitar documentos en vacaciones,, Algunos trámites pueden realizarse en línea durante vacaciones. Verifica los horarios especiales de atención.","Con respecto a tu pregunta sobre puedo tramitar documentos en vacaciones,, Algunos trámites pueden realizarse en línea durante vacaciones. Verifica los horarios especiales de atención."
¿Qué es una certificación académica legalizada?,tramites,Es un documento oficial validado para uso internacional mediante firma y sello de la secretaría académica.,"Lo que necesitas saber sobre es una certificación académica legalizada es, Es un documento oficial validado para uso internacional mediante firma y sello de la secretaría académica.","Lo que necesitas saber sobre es una certificación académica legalizada es, Es un documento oficial validado para uso internacional mediante firma y sello de la secretaría académica."
¿Cómo gestiono una baja definitiva del programa?,tramites,"Debes solicitarla mediante formato oficial, entrevista con coordinación y entrega de tus documentos académicos.","Para gestiono una baja definitiva del programa, Debes solicitarla mediante formato oficial, entrevista con coordinación y entrega de tus documentos académicos.","Cómo gestiono una baja definitiva del programa, Debes solicitarla mediante formato oficial, entrevista con coordinación y entrega de tus documentos académicos."
¿Dónde consulto el estado de mis trámites académicos?,tramites,"En el portal estudiantil, sección 'Estado de trámites', o directamente en ventanilla de servicios escolares.","Puedes hacerlo en el lugar donde, En el portal estudiantil, sección 'Estado de trámites', o directamente en ventanilla de servicios escolares.","Puedes realizarlo en el lugar donde, En el portal estudiantil, sección 'Estado de trámites', o directamente en ventanilla de servicios escolares."
¿Dónde puedo estudiar en silencio dentro del campus?,instalaciones,Puedes usar las salas silenciosas de la biblioteca o las aulas de estudio del edificio H.,"Puedes hacerlo en el lugar donde, Puedes usar las salas silenciosas de la biblioteca o las aulas de estudio del edificio H.","Puedes realizarlo en el lugar donde, Puedes usar las salas silenciosas de la biblioteca o las aulas de estudio del edificio H."
¿Las aulas tienen acceso a energía para laptops?,instalaciones,"Sí, la mayoría cuenta con tomas eléctricas distribuidas en las mesas o paredes laterales.","Con respecto a tu pregunta sobre las aulas tienen acceso a energía para laptops,, Sí, la mayoría cuenta con tomas eléctricas distribuidas en las mesas o paredes laterales.","Con respecto a tu pregunta sobre las aulas tienen acceso a energía para laptops,, Sí, la mayoría cuenta con tomas eléctricas distribuidas en las mesas o paredes laterales."
¿Qué áreas comunes están disponibles para descanso?,instalaciones,"Zonas verdes, terrazas cubiertas y salones multiusos están disponibles para esparcimiento estudiantil.","Lo que necesitas saber sobre áreas comunes están disponibles para descanso es, Zonas verdes, terrazas cubiertas y salones multiusos están disponibles para esparcimiento estudiantil.","Lo que necesitas saber sobre áreas comunes están disponibles para descanso es, Zonas verdes, terrazas cubiertas y salones multiusos están disponibles para esparcimiento estudiantil."
¿Puedo solicitar mantenimiento en mi salón de clases?,instalaciones,"Sí, debes reportarlo en el portal institucional o directamente al encargado de edificio.","Con respecto a tu pregunta sobre puedo solicitar mantenimiento en mi salón de clases,, Sí, debes reportarlo en el portal institucional o directamente al encargado de edificio.","Con respecto a tu pregunta sobre puedo solicitar mantenimiento en mi salón de clases,, Sí, debes reportarlo en el portal institucional o directamente al encargado de edificio."
¿Cómo accedo a las instalaciones deportivas?,instalaciones,Con tu credencial institucional puedes ingresar en los horarios autorizados para estudiantes.,"Para accedo a las instalaciones deportivas, Con tu credencial institucional puedes ingresar en los horarios autorizados para estudiantes.","Cómo accedo a las instalaciones deportivas, Con tu credencial institucional puedes ingresar en los horarios autorizados para estudiantes."
¿Hay salas de informática para uso libre?,instalaciones,"Sí, algunas salas están disponibles fuera del horario de clases previa reserva.","Con respecto a tu pregunta sobre hay salas de informática para uso libre,, Sí, algunas salas están disponibles fuera del horario de clases previa reserva.","Con respecto a tu pregunta sobre hay salas de informática para uso libre,, Sí, algunas salas están disponibles fuera del horario de clases previa reserva."
¿Dónde encuentro dispensadores de agua en el campus?,instalaciones,"Hay dispensadores en cada bloque, normalmente ubicados en pasillos centrales o áreas comunes.","Puedes hacerlo en el lugar donde, Hay dispensadores en cada bloque, normalmente ubicados en pasillos centrales o áreas comunes.","Puedes realizarlo en el lugar donde, Hay dispensadores en cada bloque, normalmente ubicados en pasillos centrales o áreas comunes."
¿Las aulas están climatizadas?,instalaciones,"Algunas aulas cuentan con ventilación natural, otras con aire acondicionado según la zona y condiciones climáticas.","Con respecto a tu pregunta sobre las aulas están climatizadas,, Algunas aulas cuentan con ventilación natural, otras con aire acondicionado según la zona y condiciones climáticas.","Con respecto a tu pregunta sobre las aulas están climatizadas,, Algunas aulas cuentan con ventilación natural, otras con aire acondicionado según la zona y condiciones climáticas."
¿Qué espacios están adaptados para estudiantes con discapacidad?,instalaciones,"Contamos con baños, rampas, señalética en braille y ascensores en todos los bloques académicos.","Lo que necesitas saber sobre espacios están adaptados para estudiantes con discapacidad es, Contamos con baños, rampas, señalética en braille y ascensores en todos los bloques académicos.","Lo que necesitas saber sobre espacios están adaptados para estudiantes con discapacidad es, Contamos con baños, rampas, señalética en braille y ascensores en todos los bloques académicos."
¿Puedo usar el auditorio para un evento estudiantil?,instalaciones,"Sí, solicita la reserva con anticipación en coordinación de bienestar o en el portal institucional.","Con respecto a tu pregunta sobre puedo usar el auditorio para un evento estudiantil,, Sí, solicita la reserva con anticipación en coordinación de bienestar o en el portal institucional.","Con respecto a tu pregunta sobre puedo usar el auditorio para un evento estudiantil,, Sí, solicita la reserva con anticipación en coordinación de bienestar o en el portal institucional."
¿Qué hacer si un proyector del aula no funciona?,instalaciones,Debes reportarlo al área de soporte técnico o solicitar equipo alterno en la sala audiovisual.,"Lo que necesitas saber sobre hacer si un proyector del aula no funciona es, Debes reportarlo al área de soporte técnico o solicitar equipo alterno en la sala audiovisual.","Lo que necesitas saber sobre hacer si un proyector del aula no funciona es, Debes reportarlo al área de soporte técnico o solicitar equipo alterno en la sala audiovisual."
¿Las cafeterías están abiertas en la noche?,instalaciones,"Sí, hay turnos hasta las 9:00 PM en algunos puntos del campus. Consulta horarios en la app institucional.","Con respecto a tu pregunta sobre las cafeterías están abiertas en la noche,, Sí, hay turnos hasta las 9:00 PM en algunos puntos del campus. Consulta horarios en la app institucional.","Con respecto a tu pregunta sobre las cafeterías están abiertas en la noche,, Sí, hay turnos hasta las 9:00 PM en algunos puntos del campus. Consulta horarios en la app institucional."
¿Dónde encuentro los planos del campus?,instalaciones,Están disponibles en la entrada de cada bloque y en versión digital en el portal estudiantil.,"Puedes hacerlo en el lugar donde, Están disponibles en la entrada de cada bloque y en versión digital en el portal estudiantil.","Puedes realizarlo en el lugar donde, Están disponibles en la entrada de cada bloque y en versión digital en el portal estudiantil."
¿Qué servicios ofrece la oficina de bienestar universitario?,instalaciones,"Ofrece asesoría psicológica, actividades culturales, recreación y orientación académica.","Lo que necesitas saber sobre servicios ofrece la oficina de bienestar universitario es, Ofrece asesoría psicológica, actividades culturales, recreación y orientación académica.","Lo que necesitas saber sobre servicios ofrece la oficina de bienestar universitario es, Ofrece asesoría psicológica, actividades culturales, recreación y orientación académica."
¿Puedo organizar una exposición en la zona cultural?,instalaciones,"Sí, puedes presentar tu propuesta en la oficina de cultura institucional para autorización.","Con respecto a tu pregunta sobre puedo organizar una exposición en la zona cultural,, Sí, puedes presentar tu propuesta en la oficina de cultura institucional para autorización.","Con respecto a tu pregunta sobre puedo organizar una exposición en la zona cultural,, Sí, puedes presentar tu propuesta en la oficina de cultura institucional para autorización."
¿Debo legalizar mis documentos si estudié en el extranjero?,requisitos,"Sí, necesitas legalizar o apostillar tus documentos según el país de origen antes de la inscripción.","Con respecto a tu pregunta sobre debo legalizar mis documentos si estudié en el extranjero,, Sí, necesitas legalizar o apostillar tus documentos según el país de origen antes de la inscripción.","Con respecto a tu pregunta sobre debo legalizar mis documentos si estudié en el extranjero,, Sí, necesitas legalizar o apostillar tus documentos según el país de origen antes de la inscripción."
¿Qué vigencia deben tener los documentos presentados para matrícula?,requisitos,"Deben tener una vigencia no mayor a 6 meses desde su emisión, excepto certificados permanentes como el acta de grado.","Lo que necesitas saber sobre vigencia deben tener los documentos presentados para matrícula es, Deben tener una vigencia no mayor a 6 meses desde su emisión, excepto certificados permanentes como el acta de grado.","Lo que necesitas saber sobre vigencia deben tener los documentos presentados para matrícula es, Deben tener una vigencia no mayor a 6 meses desde su emisión, excepto certificados permanentes como el acta de grado."
¿Es obligatorio presentar el certificado de vacunas?,requisitos,Solo si es requerido por el programa o situación sanitaria vigente. Consulta con servicios escolares.,"Con respecto a tu pregunta sobre es obligatorio presentar el certificado de vacunas,, Solo si es requerido por el programa o situación sanitaria vigente. Consulta con servicios escolares.","Con respecto a tu pregunta sobre es obligatorio presentar el certificado de vacunas,, Solo si es requerido por el programa o situación sanitaria vigente. Consulta con servicios escolares."
¿Puedo presentar una constancia laboral como requisito académico?,requisitos,"No, los requisitos académicos exigen certificados oficiales del nivel educativo anterior.","Con respecto a tu pregunta sobre puedo presentar una constancia laboral como requisito académico,, No, los requisitos académicos exigen certificados oficiales del nivel educativo anterior.","Con respecto a tu pregunta sobre puedo presentar una constancia laboral como requisito académico,, No, los requisitos académicos exigen certificados oficiales del nivel educativo anterior."
¿Qué pasa si mis documentos están en otro idioma?,requisitos,Deben ser traducidos oficialmente al español y presentarse junto al original.,"Lo que necesitas saber sobre pasa si mis documentos están en otro idioma es, Deben ser traducidos oficialmente al español y presentarse junto al original.","Lo que necesitas saber sobre pasa si mis documentos están en otro idioma es, Deben ser traducidos oficialmente al español y presentarse junto al original."
¿Qué nota necesito para graduarme con honores?,calificaciones,Debes tener un promedio acumulado superior a 4.5 y no haber reprobado ninguna materia.,"Lo que necesitas saber sobre nota necesito para graduarme con honores es, Debes tener un promedio acumulado superior a 4.5 y no haber reprobado ninguna materia.","Lo que necesitas saber sobre nota necesito para graduarme con honores es, Debes tener un promedio acumulado superior a 4.5 y no haber reprobado ninguna materia."
¿Las prácticas califican como parte de una asignatura?,calificaciones,"Sí, en muchos casos representan un porcentaje de la nota final. Consulta el plan de la asignatura.","Con respecto a tu pregunta sobre las prácticas califican como parte de una asignatura,, Sí, en muchos casos representan un porcentaje de la nota final. Consulta el plan de la asignatura.","Con respecto a tu pregunta sobre las prácticas califican como parte de una asignatura,, Sí, en muchos casos representan un porcentaje de la nota final. Consulta el plan de la asignatura."
¿Qué es una calificación ponderada?,calificaciones,Es una nota ajustada según el número de créditos o el peso específico de una actividad dentro del curso.,"Lo que necesitas saber sobre es una calificación ponderada es, Es una nota ajustada según el número de créditos o el peso específico de una actividad dentro del curso.","Lo que necesitas saber sobre es una calificación ponderada es, Es una nota ajustada según el número de créditos o el peso específico de una actividad dentro del curso."
¿Qué hacer si hay un error en mi promedio general?,calificaciones,Debes reportarlo a servicios escolares para revisión y corrección del historial académico.,"Lo que necesitas saber sobre hacer si hay un error en mi promedio general es, Debes reportarlo a servicios escolares para revisión y corrección del historial académico.","Lo que necesitas saber sobre hacer si hay un error en mi promedio general es, Debes reportarlo a servicios escolares para revisión y corrección del historial académico."
¿Cómo saber si aprobé una materia electiva?,calificaciones,"Debes consultar tu historial académico. Si obtuviste 3.0 o más, la asignatura fue aprobada.","Para saber si aprobé una materia electiva, Debes consultar tu historial académico. Si obtuviste 3.0 o más, la asignatura fue aprobada.","Cómo saber si aprobé una materia electiva, Debes consultar tu historial académico. Si obtuviste 3.0 o más, la asignatura fue aprobada."
¿Debo entregar una carta de aceptación para inscribirme?,requisitos,"Sí, si eres admitido por convenio o programa especial, la carta de aceptación es obligatoria.","Con respecto a tu pregunta sobre debo entregar una carta de aceptación para inscribirme,, Sí, si eres admitido por convenio o programa especial, la carta de aceptación es obligatoria.","Con respecto a tu pregunta sobre debo entregar una carta de aceptación para inscribirme,, Sí, si eres admitido por convenio o programa especial, la carta de aceptación es obligatoria."
¿Qué tipo de identificación se acepta para la matrícula?,requisitos,"Se acepta cédula de ciudadanía, tarjeta de identidad, pasaporte o documento nacional de identidad vigente.","Lo que necesitas saber sobre tipo de identificación se acepta para la matrícula es, Se acepta cédula de ciudadanía, tarjeta de identidad, pasaporte o documento nacional de identidad vigente.","Lo que necesitas saber sobre tipo de identificación se acepta para la matrícula es, Se acepta cédula de ciudadanía, tarjeta de identidad, pasaporte o documento nacional de identidad vigente."
¿Se puede usar una constancia de estudios anterior como requisito?,requisitos,"No, debes presentar certificados oficiales del último nivel aprobado, actualizados y validados.","Con respecto a tu pregunta sobre se puede usar una constancia de estudios anterior como requisito,, No, debes presentar certificados oficiales del último nivel aprobado, actualizados y validados.","Con respecto a tu pregunta sobre se puede usar una constancia de estudios anterior como requisito,, No, debes presentar certificados oficiales del último nivel aprobado, actualizados y validados."
¿Qué hacer si perdí mi diploma de bachiller?,requisitos,Debes solicitar un duplicado en la institución de origen y presentar el comprobante oficial temporal mientras llega el original.,"Lo que necesitas saber sobre hacer si perdí mi diploma de bachiller es, Debes solicitar un duplicado en la institución de origen y presentar el comprobante oficial temporal mientras llega el original.","Lo que necesitas saber sobre hacer si perdí mi diploma de bachiller es, Debes solicitar un duplicado en la institución de origen y presentar el comprobante oficial temporal mientras llega el original."
¿Es obligatorio presentar el recibo de pago para validar la matrícula?,requisitos,"Sí, el comprobante de pago es esencial para confirmar tu inscripción ante la institución.","Con respecto a tu pregunta sobre es obligatorio presentar el recibo de pago para validar la matrícula,, Sí, el comprobante de pago es esencial para confirmar tu inscripción ante la institución.","Con respecto a tu pregunta sobre es obligatorio presentar el recibo de pago para validar la matrícula,, Sí, el comprobante de pago es esencial para confirmar tu inscripción ante la institución."
¿Cuándo puedo consultar las calificaciones de exámenes finales?,calificaciones,Puedes revisarlas en el portal estudiantil una semana después del cierre del semestre académico.,"El momento indicado para puedo consultar las calificaciones de exámenes finales es, Puedes revisarlas en el portal estudiantil una semana después del cierre del semestre académico.","El momento indicado para puedo consultar las calificaciones de exámenes finales es, Puedes revisarlas en el portal estudiantil una semana después del cierre del semestre académico."
¿Qué sucede si no alcanzo el mínimo en una evaluación continua?,calificaciones,Deberás compensar con otras actividades o evaluación final según el plan de asignatura.,"Lo que necesitas saber sobre sucede si no alcanzo el mínimo en una evaluación continua es, Deberás compensar con otras actividades o evaluación final según el plan de asignatura.","Lo que necesitas saber sobre sucede si no alcanzo el mínimo en una evaluación continua es, Deberás compensar con otras actividades o evaluación final según el plan de asignatura."
¿Cuánto porcentaje representa el examen final en la nota?,calificaciones,"En la mayoría de materias, el examen final representa entre el 30% y el 40% del total.","El valor relacionado con porcentaje representa el examen final en la nota es, En la mayoría de materias, el examen final representa entre el 30% y el 40% del total.","El valor relacionado con porcentaje representa el examen final en la nota es, En la mayoría de materias, el examen final representa entre el 30% y el 40% del total."
¿Qué significa tener una nota definitiva de 3.0?,calificaciones,Significa que aprobaste la asignatura con la calificación mínima permitida en el sistema académico.,"Lo que necesitas saber sobre significa tener una nota definitiva de 3.0 es, Significa que aprobaste la asignatura con la calificación mínima permitida en el sistema académico.","Lo que necesitas saber sobre significa tener una nota definitiva de 3.0 es, Significa que aprobaste la asignatura con la calificación mínima permitida en el sistema académico."
¿Puedo recuperar una materia reprobada en el mismo semestre?,calificaciones,Depende del reglamento de tu programa. Algunas instituciones permiten recuperación extraordinaria previa autorización.,"Con respecto a tu pregunta sobre puedo recuperar una materia reprobada en el mismo semestre,, Depende del reglamento de tu programa. Algunas instituciones permiten recuperación extraordinaria previa autorización.","Con respecto a tu pregunta sobre puedo recuperar una materia reprobada en el mismo semestre,, Depende del reglamento de tu programa. Algunas instituciones permiten recuperación extraordinaria previa autorización."
¿Qué hacer si el acta de grado tiene un error tipográfico?,requisitos,Debes solicitar la corrección en la institución donde fue emitida y presentar la versión rectificada.,"Lo que necesitas saber sobre hacer si el acta de grado tiene un error tipográfico es, Debes solicitar la corrección en la institución donde fue emitida y presentar la versión rectificada.","Lo que necesitas saber sobre hacer si el acta de grado tiene un error tipográfico es, Debes solicitar la corrección en la institución donde fue emitida y presentar la versión rectificada."
¿Se puede presentar el certificado de notas en formato digital?,requisitos,"Sí, siempre que esté firmado electrónicamente por la institución emisora o tenga código de verificación.","Con respecto a tu pregunta sobre se puede presentar el certificado de notas en formato digital,, Sí, siempre que esté firmado electrónicamente por la institución emisora o tenga código de verificación.","Con respecto a tu pregunta sobre se puede presentar el certificado de notas en formato digital,, Sí, siempre que esté firmado electrónicamente por la institución emisora o tenga código de verificación."
¿Cuántas veces puedo presentar documentos incompletos?,requisitos,Solo puedes hacerlo una vez con justificación. La inscripción queda condicionada hasta completar los requisitos.,"Con respecto a tu pregunta sobre cuántas veces puedo presentar documentos incompletos,, Solo puedes hacerlo una vez con justificación. La inscripción queda condicionada hasta completar los requisitos.","Con respecto a tu pregunta sobre cuántas veces puedo presentar documentos incompletos,, Solo puedes hacerlo una vez con justificación. La inscripción queda condicionada hasta completar los requisitos."
